d68b9a0f-3997-40ab-9149-369b229ccca2,"<p>联系和发展的普遍性</p>
<ul>
<li>联系的含义是 {{c1::事物内部各要素之间和事物之间相互影响、相互制约、相互作用的关系}}</li>
<li>联系的特点是 {{c1::客观性、普遍性、多样性、条件性}}</li>
</ul>",2020-11-06T18:15:45+08:00,Marxism
5f83c0d2-12db-4855-984e-01d32aced176,"<p>量变和质变的联系</p>
<ol>
<li>{{c1::量变是质变的必要准备}}</li>
<li>{{c1::质变是量变的必然结果}}</li>
<li>{{c1::量变和质变是相互渗透的}}</li>
</ol>",2020-11-06T18:45:34+08:00,Marxism
a49f14c2-93b5-41d8-ac2a-adb74442ef53,<p>事物辩证发展的过程：{{c1::肯定}} → {{c1::否定}} → {{c1::否定之否定}}</p>,2020-11-07T17:38:31+08:00,Marxism
1617f610-4a1e-4b5f-9cea-ac5ea131be96,"<p>辩证否定观的基本内容</p>
<ol>
<li>{{c1::否定是事物的自我否定}}</li>
<li>{{c1::否定是事物发展的环节}}</li>
<li>{{c1::否定是新旧事物联系的环节}}</li>
<li>{{c1::否定的实质是“扬弃”}}</li>
</ol>",2020-11-07T17:42:03+08:00,Marxism
768d37d6-609a-424c-a5c9-9153bb79e352,"<p>(重要) 矛盾的同一性和斗争性</p>
<ul>
<li>同一性: 矛盾双方相互依存，相互贯通</li>
<li>斗争性: 矛盾的对立面之间相互排斥，相互分离</li>
<li>关系: {{c1::辩证统一}}</li>
</ul>
<p>矛盾同一性在事物发展中的作用</p>
<ol>
<li>矛盾双方可以 {{c1::<strong>利用</strong>对方的发展}} 使自己获得发展</li>
<li>矛盾双方可以 {{c1::<strong>吸取</strong>对方有利于自己的因素}} 使自己获得发展</li>
<li>矛盾双方可以 {{c1::向自己的对立面<strong>转化</strong>而得到发展}} 使自己获得发展</li>
</ol>
<p>矛盾斗争性在事物发展中的作用</p>
<ol>
<li>{{c1::斗争推动矛盾双方力量对比发生变化，<strong>推动事物的量变</strong>}}</li>
<li>{{c1::斗争促使矛盾双方<strong>地位</strong>或<strong>性质</strong>发生转化，<strong>推动事物的质变</strong>}}</li>
</ol>",2020-11-07T17:45:41+08:00,Marxism
d2f02268-5b7c-4f8a-b779-ec94eebc06b6,"<p>矛盾的普遍性和特殊性的辩证关系</p>
<p>矛盾的普遍性即 {{c1::共性}}，特殊性即 {{c1::个性}}，关系: {{c1::<strong>(辩证统一)</strong> 共性寓于个性，个性包含共性，任何事物都是共性和个性的统一}}</p>",2020-11-07T17:59:35+08:00,Marxism
c31f320e-0208-43eb-9fac-beed6db72ab5,"<p>认识论</p>
<ol>
<li>基础: {{c1::实践}}</li>
<li>本质: {{c1::能动反映}}</li>
<li>过程: {{c1::两次飞跃（感性认识→理性认识；理性认识→实践）}}</li>
<li>目的: {{c1::真理与价值}}</li>
</ol>",2020-11-08T18:46:32+08:00,Marxism
cb89cf27-ca5e-4388-a288-4ea659a46817,"<p>实践的本质是 {{c1::人类能动改造世界的社会性的物质活动}}</p>
<p>实践的基本特征</p>
<ol>
<li>{{c1::直接现实性: 与认识相区别，不是纯粹的精神活动}}</li>
<li>{{c1::自觉能动性: 与本能相区别，是有目的、有意识的活动}}</li>
<li>{{c1::社会历史性: 与旧哲学实践观相区别，是社会性的活动}}</li>
</ol>",2020-11-07T18:20:09+08:00,Marxism
9a3e73c0-81ac-4fa4-880a-d474c27374fd,"<p>实践的基本结构</p>
<p>实践的三项基本要素</p>
<ol>
<li>主体: {{c1::具有一定的主体能力、从事现实社会实践的人}}</li>
<li>客体: {{c1::实践活动所指向的对象}}</li>
<li>中介: {{c1::各种形式的工具、手段、程序、方法}}</li>
</ol>",2020-11-07T18:28:16+08:00,Marxism
1a552d9b-bcfd-4083-8a69-3a5478bc434c,"<p>实践主体和客体相互作用的关系</p>
<ol>
<li>{{c1::<strong>实践关系 (最根本)</strong>}}</li>
<li>{{c1::认识关系}}</li>
<li>{{c1::价值关系: 实践活动目的是为了满足主体的需要}}</li>
</ol>",2020-11-07T18:30:44+08:00,Marxism
1dcab75c-a9b9-4e65-b4a5-aa86ef4742a5,"<p>实践的基本类型</p>
<ol>
<li>{{c1::<strong>物质生产实践 (即劳动，最基本)</strong>}}</li>
<li>{{c1::社会政治实践 (处理人与人之间的关系)}}</li>
<li>{{c1::科学文化实践}}</li>
<li>{{c1::虚拟实践}}</li>
</ol>",2020-11-07T18:32:51+08:00,Marxism
051f5025-0233-46b4-b97d-ebd73e8a6461,"<p>实践在认识活动中的决定作用</p>
<ol>
<li>{{c1::实践是认识的来源<span style=""opacity: 0.7;"">，包含直接经验、间接经验</span>}}</li>
<li>{{c1::实践是认识发展的动力}}</li>
<li>{{c1::实践是认识的目的}}</li>
<li>{{c1::实践是检验认识真理性的唯一标准}}</li>
</ol>
<p>认识对实践的指导作用: {{c1::正确的认识对实践活动起促进作用，错误的认识起阻碍作用}}</p>",2020-11-07T18:35:19+08:00,Marxism
1ac6c3b7-4fdd-48c1-aa74-1cb268f088de,"<p>认识的本质: {{c1::主体在实践基础上对客体的能动反映}}</p>
<ul>
<li>唯物主义反映论: {{c1::从物到思想和感觉}}<ul>
<li>形而上学唯物论: {{c1::离开<strong>实践</strong>和<strong>辩证法</strong>考察认识问题}}</li>
<li>辩证唯物主义能动反映论: {{c1::具有<strong>摹写性</strong>和<strong>创造性</strong> (源于生活，高于生活)}}</li>
</ul>
</li>
<li>唯心主义先验论: {{c1::从思想和感觉到物}}</li>
</ul>",2020-11-08T18:51:14+08:00,Marxism
7634a0ee-3ad2-450f-a4d7-b00447703e9b,"<p>从实践到认识</p>
<ul>
<li>感性认识的表现形式: {{c1::感觉 (对事物外在特征的认识)、知觉 (各种感觉的综合)、表象 (对感知觉事后的回忆)}}</li>
<li>理性认识的表现形式: {{c1::概念、判断 (对概念的解释)、推理 (由已知判断过度到新的判断)}}</li>
</ul>
<p>感性认识与理性认识的辩证关系</p>
<table>
<thead>
<tr>
<th>区别</th>
<th>感性认识</th>
<th>理性认识</th>
</tr>
</thead>
<tbody>
<tr>
<td>对象不同</td>
<td>对事物外部联系的反映</td>
<td>对事物内部联系的反映</td>
</tr>
<tr>
<td>形式不同</td>
<td></td>
<td></td>
</tr>
<tr>
<td>特点不同</td>
<td>直接性、具体性</td>
<td>间接性、抽象性</td>
</tr>
</tbody>
</table>
<ol>
<li>感性认识有待于<strong>发展和深化为理性认识</strong></li>
<li>理性认识<strong>依赖于感性认识</strong></li>
<li>感性认识和理性认识相互包含，相互渗透</li>
</ol>",2020-11-08T18:59:16+08:00,Marxism
244a6938-6afa-41e2-8673-33e14b2d7d96,"<p>主观主义的内容</p>
<ul>
<li>教条主义: {{c1::夸大理论指导，否认经验积累}}</li>
<li>经验主义: {{c1::夸大经验积累，否认理性思考}}</li>
</ul>",2020-11-08T19:08:14+08:00,Marxism
2801c13f-f281-4527-a0ff-13c34e923ab9,"<p>认识过程中的理性因素与非理性因素</p>
<ul>
<li>理性因素在认识活动中的作用有 {{c1::指导、解释、遇见作用}}</li>
<li>非理性因素在认识活动中的作用有 {{c1::激活、驱动、控制作用 (兴趣是最好的老师)}}</li>
</ul>",2020-11-08T19:12:19+08:00,Marxism
059dac58-5283-4585-8038-358b0c0c583a,"<p>认识过程的反复性 (两次飞跃): {{c1::人对复杂事物的认识经过感性认识→理性认识;理性认识→实践的多次反复才能完成}}</p>
<ol>
<li>客观来看, {{c1::事物的各个侧面及其本质的暴露有一个过程}}</li>
<li>主观来看, {{c1::人的认识能力有一个提高的过程}}</li>
</ol>
<p>认识过程的无限性: {{c1::实践→认识→再实践→再认识}}</p>",2020-11-08T19:16:15+08:00,Marxism
c8e353dd-b868-4c87-9e7e-d7e884b8f0cb,"<p>真理的含义: {{c1::对客观事物及其规律的正确反映，反之为谬误}}</p>
<p>真理的特点</p>
<ul>
<li>{{c1::客观性}}: 真理的思想内容是客观的，检验真理的标准是客观的</li>
<li>{{c1::一元性}}: 真理是客观的，决定了在同一条件下对特定认识客体的真理性认识只有一个</li>
<li>{{c1::绝对性}}: 真理是无条件的</li>
<li>{{c1::相对性}}: 人们在一定条件下对事物的认识总是有限的</li>
</ul>
<p>绝对真理与相对真理的辩证关系</p>
<ul>
<li>相互依存，相互转化: 相对中有绝对，绝对中有相对</li>
<li>辩证转化: 相对真理不断向绝对真理转化</li>
</ul>",2020-11-09T21:18:30+08:00,Marxism
5b22d149-562a-48dc-88f4-7b3d41362385,"<p>真理与谬误的关系</p>
<p>真理与谬误的根本区别: {{c1::主观是否与客观相符合}}</p>
<p>真理与谬误的辩证关系: {{c1::对立统一关系}}</p>
<ol>
<li>{{c1::真理与谬误相互对立，对立是绝对的}}</li>
<li>{{c1::真理与谬误在一定条件下相互转化}}</li>
<li>{{c1::真理是与谬误相比较而存在的}}</li>
</ol>",2020-11-09T21:33:17+08:00,Marxism
d229647b-0da3-4f8d-80db-c87dd9f641e5,"<p>实践是检验真理的唯一标准</p>
<p>实践标准的特点</p>
<ul>
<li>{{c1::确定性 (绝对性): 唯一}}</li>
<li>{{c1::不确定性: 实践检验真理是一个过程，不是一次完成的}}</li>
</ul>",2020-11-08T18:26:52+08:00,Marxism
ac62d6e5-135e-4c18-9646-69cf84588ad9,"<p>真理与价值的辩证统一</p>
<p>价值的含义: {{c1::实践基础上形成的<strong>主体与客体之间的意义关系</strong>，是<strong>客体</strong>对个人、群体、社会的生活和活动具有的积极意义}}</p>
<p>价值由 {{c1::主体的需要}} 和 {{c1::客体的特性}} 两方面构成</p>
<p>价值的基本特性</p>
<ol>
<li>{{c1::主体性: 价值直接与主体相联系，以主体为中心}}</li>
<li>{{c1::客观性: 在一定条件下不依赖于主体的主观意识而存在}}</li>
<li>{{c1::多维性: 每个主体的价值关系都具有多样性，同一客体相对于主体的不同需要会产生不同的价值}}</li>
<li>{{c1::社会历史性: 随着社会历史的发展，同一客体的价值会发生改变}}</li>
</ol>",2020-11-08T18:32:39+08:00,Marxism
62421540-7d65-48a7-950f-cdc5f548c286,"<p>价值评价及其特点</p>
<p>价值评价的含义: {{c1::主体对客体的价值及价值大小所做的评判}}</p>
<p>价值评价的基本特点</p>
<ol>
<li>{{c1::评价以主客体的价值关系为认识对象}}</li>
<li>{{c1::评价结果与评价主体直接相关，受主体意志的影响}}</li>
<li>{{c1::评价结果是否正确依赖于对客体状况和主体需要的认识}}</li>
</ol>",2020-11-08T18:42:25+08:00,Marxism
5c71de25-45b5-474b-a06b-a2737a029a3a,"<p>社会存在与社会意识的关系</p>
<ol>
<li>{{c1::社会存在决定社会意识}}</li>
<li>{{c1::社会意识具有相对独立性}}<ul>
<li>社会意识与社会存在发展具有不完全同步性和不平衡性</li>
<li>社会意识内部各种形式之间相互影响且各具其历史继承性</li>
<li>(最突出) 社会意识对社会存在具有能动的反作用</li>
</ul>
</li>
</ol>",2020-11-09T21:48:55+08:00,Marxism
162549ac-ac8b-44ce-ab03-b7ad6493e297,"<p>社会的基本矛盾是 {{c1::生产力与生产关系、经济基础与上层建筑的矛盾}}</p>
<p>社会的主要矛盾是 {{c1::劳动人民日益增长的美好需要同发展不平衡不协调的矛盾}}</p>
<p>生产力决定 {{c1::生产关系}}; 经济基础决定 {{c1::上层建筑}}</p>
<p>其运动规律为 {{c1::矛盾运动 (不断在不适合与基本适合间往复)}}</p>",2020-11-09T22:03:02+08:00,Marxism
4759ab4e-b252-4cfe-b51c-4f69b2df87a3,"<p>社会形态更替的特征</p>
<ul>
<li>统一性</li>
<li>多样性<ul>
<li>{{c1::跨越式发展}}</li>
<li>{{c1::交叉渗透发展}}</li>
<li>{{c1::迂回曲折往前发展}}</li>
<li>{{c1::各具特色发展}}</li>
</ul>
</li>
</ul>",2020-11-09T22:20:58+08:00,Marxism
bd77d9f1-8148-4dcb-b09f-6cd8b5f6f19b,"<p>社会历史发展的动力</p>
<ul>
<li>根本动力: {{c1::社会基本矛盾}}</li>
<li>直接动力: {{c1::阶级社会的阶级斗争}}</li>
<li>重要动力: {{c1::改革和革命}}</li>
<li>有力杠杆: {{c1::科技进步 (既有有利影响，又有不利影响)}}</li>
</ul>",2020-11-09T22:27:33+08:00,Marxism
1904445c-c69e-44b7-a564-552233f8cbfc,"<p>人民群众是历史的创造者</p>
<p>人民群众的定义</p>
<ul>
<li>从质上说: {{c1::一切对社会历史发展起推动作用的人们}}</li>
<li>从量上说: {{c1::社会人口中的绝大多数}}</li>
</ul>
<p>人民群众的主体是 {{c1::广大劳动人民及知识分子}}</p>
<p>唯物史观与唯心史观在历史创造者上的对立</p>
<ul>
<li>唯物史观: {{c1::群众史观}}</li>
<li>唯心史观: {{c1::英雄史观}}</li>
</ul>",2020-11-09T22:37:05+08:00,Marxism
43514c62-829c-4f58-b894-3def19b84a0e,"<p>习近平新时代中国特色社会主义的四个战略布局</p>
<ol>
<li>{{c1::全面建成小康社会}}</li>
<li>???</li>
<li>???</li>
<li>???</li>
</ol>",2020-11-07T18:10:54+08:00,Marxism
